sample_id,target_object,prompt,uncertainty_condition,random_condition,uncertainty_text,random_text,uncertainty_answer_class,random_answer_class,uncertainty_hallucinated,random_hallucinated,paired_advantage
sample_000264,dog,Is there a dog in the image?,context,random_context,"No, there is no dog in the image. The image features two vases with bird designs on them.","No, there is no dog in the image. The image features two cups or vases with bird designs on them.",no,no,0,0,0
sample_000265,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is sitting on a table next to a laptop.","Yes, there is a dog in the image, and it is sitting on a table next to a laptop.",yes,yes,1,1,0
sample_000266,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is stopped at a traffic light.","Yes, there is a car in the image, and it is stopped at a traffic light.",yes,yes,1,1,0
sample_000267,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000268,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image. The cat is sitting inside a cabinet or a drawer.","Yes, there is a cat in the image. The cat is sitting inside a cabinet or a drawer.",yes,yes,1,1,0
sample_000269,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000270,bench,Is there a bench in the image?,context,random_context,"No, there is no bench in the image. The image features a teddy bear sitting in front of a picture frame.","No, there is no bench in the image. The image features a teddy bear sitting in front of a picture frame.",no,no,0,0,0
sample_000271,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a spider and its web, with the spider sitting in the middle of the web.","No, there is no cat in the image. The image features a spider and its web, surrounded by leaves and grass.",no,no,0,0,0
sample_000272,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and the two dogs are standing on the bench.","Yes, there is a bench in the image, and the two dogs are standing on the bench.",yes,yes,1,1,0
sample_000273,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000274,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000275,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and the man is standing next to it.","Yes, there is a bus in the image, and the man is walking towards it.",yes,yes,1,1,0
sample_000276,dog,Is there a dog in the image?,context,random_context,"No, there is no dog in the image. The image features a bed with a blanket and pillows.","No, there is no dog in the image. The image features a bed with a blanket and pillows.",no,no,0,0,0
sample_000277,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and the woman is sitting on it.","Yes, there is a bench in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000278,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is parked at a bus stop.","Yes, there is a bus in the image, and it is parked at a bus stop.",yes,yes,1,1,0
sample_000279,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked next to a horse.","Yes, there is a car in the image, and it is parked next to a horse.",yes,yes,1,1,0
sample_000280,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and a man is skateboarding on it.","Yes, there is a bench in the image, and a man is skateboarding on it.",yes,yes,1,1,0
sample_000281,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in front of a lamp.","Yes, there is a chair in the image, located in front of a lamp.",yes,yes,1,1,0
sample_000282,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down a busy street.","Yes, there is a bus in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000283,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000284,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, located near the bridge and the trees.","Yes, there is a bench in the image, located near the bridge and the trees.",yes,yes,1,1,0
sample_000285,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in front of a desk.","Yes, there is a chair in the image, and it is positioned in front of a desk.",yes,yes,1,1,0
sample_000286,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located next to the stack of pancakes.","Yes, there is a chair in the image, located next to the stack of pancakes.",yes,yes,1,1,0
sample_000287,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, located near the water.","Yes, there is a bench in the image, located near the water.",yes,yes,1,1,0
sample_000288,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000289,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000290,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and two people are sitting on it.","Yes, there is a bench in the image, and two people are sitting on it.",yes,yes,1,1,0
sample_000291,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image, and it is standing next to a bicycle wheel.","Yes, there is a cat in the image, and it is sitting on a bicycle wheel.",yes,yes,1,1,0
sample_000292,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000293,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located near the window.","Yes, there is a chair in the image, located near the window.",yes,yes,1,1,0
sample_000294,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and a bicycle is leaning against it.","Yes, there is a bench in the image, and a bicycle is leaning against it.",yes,yes,1,1,0
sample_000295,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000296,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image, and it is sitting next to the laptop computer.","Yes, there is a cat in the image, and it is sitting next to the laptop computer.",yes,yes,1,1,0
sample_000297,dog,Is there a dog in the image?,context,random_context,"No, there is no dog in the image. The image features a pair of black shoes.","No, there is no dog in the image. The image features a pair of black shoes.",no,no,0,0,0
sample_000298,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, which is placed next to the hot dog.","Yes, there is a bottle in the image, which is placed next to the hot dog.",yes,yes,1,1,0
sample_000299,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving past a large clock tower.","Yes, there is a bus in the image, and it is driving past a large clock tower.",yes,yes,1,1,0
sample_000300,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000301,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000302,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a person wearing a red hat and a plaid shirt, sitting in front of a pizza.","No, there is no cat in the image. The image features a person wearing a red hat and a plaid shirt, sitting at a table with a pizza.",no,no,0,0,0
sample_000303,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000304,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is standing next to a group of people.","Yes, there is a dog in the image, and it is standing next to a group of people.",yes,yes,1,1,0
sample_000305,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in front of the desk.","Yes, there is a chair in the image, located in front of the desk.",yes,yes,1,1,0
sample_000306,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is located in the middle of the bus.","Yes, there is a chair in the image, and it is located in the middle of the bus.",yes,yes,1,1,0
sample_000307,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and two women are sitting on it.","Yes, there is a bench in the image, and two women are sitting on it.",yes,yes,1,1,0
sample_000308,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a computer desk with a computer monitor and a keyboard.","No, there is no cat in the image. The image features a computer desk with a computer monitor and a keyboard.",no,no,0,0,0
sample_000309,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is lying on a couch.","Yes, there is a dog in the image, and it is lying on a couch.",yes,yes,1,1,0
sample_000310,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, driving down the street.","Yes, there is a bus in the image, driving down the street.",yes,yes,1,1,0
sample_000311,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and a person is sitting on it.","Yes, there is a chair in the image, and a person is sitting on it.",yes,yes,1,1,0
sample_000312,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000313,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000314,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000315,dog,Is there a dog in the image?,context,random_context,"No, there is no dog in the image. The image features a fence, a field, and a red frisbee.","No, there is no dog in the image. The image features a fence, a field, and a red frisbee.",no,no,0,0,0
sample_000316,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, and the two birds are sitting on top of it.","Yes, there is a bottle in the image, and the two birds are sitting on top of it.",yes,yes,1,1,0
sample_000317,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, located near the plants and the cat.","Yes, there is a bench in the image, located near the plants and the cat.",yes,yes,1,1,0
sample_000318,bottle,Is there a bottle in the image?,context,random_context,"No, there is no bottle in the image. The image features a table with pizza slices and a person's hands.","No, there is no bottle in the image. The image features a table with pizza slices and a person's hands.",no,no,0,0,0
sample_000319,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, which is placed on a counter.","Yes, there is a bottle in the image, which is placed on a counter.",yes,yes,1,1,0
sample_000320,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image. It is depicted as a stencil on the street, possibly indicating a bike lane or a bike-friendly area.","Yes, there is a bicycle in the image. It is depicted as a stencil on the street, possibly indicating a bike lane or a bike-related event.",yes,yes,1,1,0
sample_000321,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image features a cat sitting on a table.","No, there is no chair in the image. The image features a cat sitting on a table.",no,no,0,0,0
sample_000322,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a baby playing on the floor near a window.","No, there is no cat in the image. The image features a baby playing on the floor near a window.",no,no,0,0,0
sample_000323,bus,Is there a bus in the image?,context,random_context,"No, there is no bus in the image. The image features a group of people sitting on a wooden structure, which could be a flatbed truck or a wooden boat.","No, there is no bus in the image. The image features a group of people sitting on a wooden structure, which could be a flatbed truck or a wooden boat.",no,no,0,0,0
sample_000324,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000325,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, and it is placed on the table next to the teddy bear.","Yes, there is a bottle in the image, and it is placed on the table next to the teddy bear.",yes,yes,1,1,0
sample_000326,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image. It is located in a wooded area, surrounded by trees and bushes.","Yes, there is a bench in the image. It is located in a wooded area, surrounded by trees and bushes.",yes,yes,1,1,0
sample_000327,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000329,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000330,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and the person is skateboarding in front of it.","Yes, there is a car in the image, and the person is skateboarding in front of it.",yes,yes,1,1,0
sample_000331,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and it is located near a fence.","Yes, there is a bench in the image, and it is located near a fence.",yes,yes,1,1,0
sample_000332,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, and it is placed next to a bunch of bananas.","Yes, there is a bottle in the image, and it is placed next to a bunch of bananas.",yes,yes,1,1,0
sample_000333,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000334,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000335,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image. It is laying on a rug, possibly on a bed.","Yes, there is a dog in the image. It is laying on a rug, possibly on a bed.",yes,yes,1,1,0
sample_000336,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is laying on the couch.","Yes, there is a dog in the image, and it is laying on the couch.",yes,yes,1,1,0
sample_000337,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is located next to a table.","Yes, there is a chair in the image, and it is located next to a table.",yes,yes,1,1,0
sample_000338,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is parked next to a building.","Yes, there is a bus in the image, and it is parked in a parking lot.",yes,yes,1,1,0
sample_000339,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a car seat with a black seat cover and a black car.","No, there is no cat in the image. The image features a car seat with a black seat cover and a black car.",no,no,0,0,0
sample_000340,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000341,bench,Is there a bench in the image?,context,random_context,"No, there is no bench in the image. The man is standing on a surfboard in the water.","Yes, there is a bench in the image, and a man is sitting on it.",no,yes,0,1,1
sample_000342,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is driving down a road near the elephant.","Yes, there is a car in the image, and it is driving down a road near the elephant.",yes,yes,1,1,0
sample_000343,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000344,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image. It is a black dog standing in the grass.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000345,car,Is there a car in the image?,context,random_context,"No, there is no car in the image. The image features a train on the tracks.","No, there is no car in the image. The image features a train on the tracks.",no,no,0,0,0
sample_000346,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is standing next to a fire hydrant.","Yes, there is a dog in the image. It is standing next to a fire hydrant.",yes,yes,1,1,0
sample_000347,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and it is located next to the statue of the two women.","Yes, there is a bench in the image, and it is located next to a statue of a woman.",yes,yes,1,1,0
sample_000348,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000349,car,Is there a car in the image?,context,random_context,"No, there is no car in the image. The image features a police officer on a motorcycle.","No, there is no car in the image. The image features a police officer on a motorcycle.",no,no,0,0,0
sample_000350,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is wearing a sweater.","Yes, there is a dog in the image, and it is wearing a sweater.",yes,yes,1,1,0
sample_000351,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000352,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is driving past a storefront.","Yes, there is a car in the image, and it is driving down the street in front of a store.",yes,yes,1,1,0
sample_000353,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, lying on a bed.","Yes, there is a dog in the image, lying on a bed.",yes,yes,1,1,0
sample_000354,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down a street with a crowd of people.","Yes, there is a bus in the image, and it is driving down a street.",yes,yes,1,1,0
sample_000355,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image features a pizza and a soda on a table.","No, there is no chair in the image. The image features a pizza and a soda on a table.",no,no,0,0,0
sample_000356,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked next to a large bus.","Yes, there is a car in the image, and it is parked next to a large bus.",yes,yes,1,1,0
sample_000357,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000358,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, and it is parked next to a table.","Yes, there is a bicycle in the image, parked next to a table.",yes,yes,1,1,0
sample_000359,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is located next to a window.","Yes, there is a chair in the image, and it is located next to a window.",yes,yes,1,1,0
sample_000360,bus,Is there a bus in the image?,context,random_context,"No, there is no bus in the image. The image shows a street with cars and a man walking down the sidewalk.","No, there is no bus in the image. The image shows a street with cars and a man walking down the sidewalk.",no,no,0,0,0
sample_000361,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image, and it is sitting in front of a computer monitor.","Yes, there is a cat in the image, and it is sitting in front of a computer monitor.",yes,yes,1,1,0
sample_000362,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000363,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, and a person is riding it.","Yes, there is a bicycle in the image, and a person is riding it.",yes,yes,1,1,0
sample_000364,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image, and the man is holding it while using his laptop.","Yes, there is a cat in the image, and the man is holding it while using his laptop.",yes,yes,1,1,0
sample_000365,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000366,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and a woman is sitting on it.","Yes, there is a bench in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000367,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, and it is being held by a person.","Yes, there is a bottle in the image, and it is being held by a person.",yes,yes,1,1,0
sample_000369,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is shown from the perspective of the back seat.","Yes, there is a car in the image, and it is shown from the perspective of the back seat.",yes,yes,1,1,0
sample_000370,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and a man is sitting in it.","Yes, there is a chair in the image, and the man is sitting in it.",yes,yes,1,1,0
sample_000371,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image. It is a small dog that is playing with a frisbee.","Yes, there is a dog in the image. It is a small dog that is playing with a frisbee.",yes,yes,1,1,0
sample_000372,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000373,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in the corner of the room.","Yes, there is a chair in the image, located in the corner of the room.",yes,yes,1,1,0
sample_000374,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, parked on the side of the road.","No, there is no bicycle in the image. The image features a car driving down a street.",yes,no,1,0,-1
sample_000375,car,Is there a car in the image?,context,random_context,"No, there is no car in the image. The image features a bus with a yellow and white color scheme.","No, there is no car in the image. The image features a bus with a yellow and white color scheme.",no,no,0,0,0
sample_000376,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image features a cake with lit candles on a table.","No, there is no chair in the image. The image features a cake with lit candles on a table.",no,no,0,0,0
sample_000377,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is parked in front of a building.","Yes, there is a car in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000378,car,Is there a car in the image?,context,random_context,"No, there is no car in the image. The image features a baseball game with a batter, catcher, and umpire on a baseball field.","No, there is no car in the image. The image features a baseball game with a batter, catcher, and umpire on a baseball field.",no,no,0,0,0
sample_000379,bicycle,Is there a bicycle in the image?,context,random_context,"Yes, there is a bicycle in the image, and it is the main focus of the scene.","Yes, there is a bicycle in the image, and it is the main focus of the scene.",yes,yes,1,1,0
sample_000380,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a wooden object, possibly a piece of furniture or a sculpture, with a metal or wooden base.","No, there is no cat in the image. The image features a wooden object, possibly a piece of art or a sculpture, with a close-up view.",no,no,0,0,0
sample_000381,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, located in the middle of a yard.","Yes, there is a bench in the image, located in the middle of a yard.",yes,yes,1,1,0
sample_000382,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is running on the dirt ground.","Yes, there is a dog in the image, and it is running on the dirt ground.",yes,yes,1,1,0
sample_000383,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, located in the middle of the room.","Yes, there is a bench in the image, located in the middle of the room.",yes,yes,1,1,0
sample_000384,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image. It is standing in a yard near a fence and a tree.","Yes, there is a dog in the image. It is standing in a backyard near a tree.",yes,yes,1,1,0
sample_000385,bus,Is there a bus in the image?,context,random_context,"No, there is no bus in the image. The image features a street with cars and a truck driving down it.","No, there is no bus in the image. The image features a street with cars and a truck driving down it.",no,no,0,0,0
sample_000387,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and the two jockeys are riding their horses past it.","Yes, there is a car in the image, and the jockeys are riding their horses past it.",yes,yes,1,1,0
sample_000388,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and a person is sleeping on it.","Yes, there is a bench in the image, and it is located next to a parking meter.",yes,yes,1,1,0
sample_000389,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000390,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is located next to the plate of food.","Yes, there is a chair in the image, and it is located next to the plate of food.",yes,yes,1,1,0
sample_000391,bottle,Is there a bottle in the image?,context,random_context,"No, there is no bottle in the image. The image features a toaster with a face drawn on it, placed on a tiled floor.","No, there is no bottle in the image. The image features a toaster with a face drawn on it, placed on a tiled floor.",no,no,0,0,0
sample_000392,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image. It is standing next to a red fire hydrant.","Yes, there is a dog in the image. It is standing next to a red fire hydrant.",yes,yes,1,1,0
sample_000393,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000394,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, which is located next to the computer.","Yes, there is a bottle in the image, which is located next to the computer.",yes,yes,1,1,0
sample_000395,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a dog lying on a couch.","No, there is no cat in the image. The image features a dog lying on a couch.",no,no,0,0,0
sample_000396,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000397,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000398,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and a young boy is sitting on it.","Yes, there is a chair in the image, and a young boy is sitting on it.",yes,yes,1,1,0
sample_000399,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and it is parked in a parking lot.","Yes, there is a bus in the image, and it is parked in a parking lot.",yes,yes,1,1,0
sample_000400,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, driving down the street in front of a building.","Yes, there is a bus in the image, driving down the street in front of a building.",yes,yes,1,1,0
sample_000403,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, which is placed on the table along with the plates of food.","Yes, there is a bottle in the image, which is placed on the table along with the plates of food.",yes,yes,1,1,0
sample_000404,bottle,Is there a bottle in the image?,context,random_context,"Yes, there is a bottle in the image, which is placed next to the pizza on the table.","Yes, there is a bottle in the image, which is placed next to the pizza on the table.",yes,yes,1,1,0
sample_000405,cat,Is there a cat in the image?,context,random_context,"Yes, there is a cat in the image, lying on a bed next to a stuffed teddy bear.","Yes, there is a cat in the image, lying on a bed next to a stuffed teddy bear.",yes,yes,1,1,0
sample_000406,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is located near a fruit stand.","Yes, there is a dog in the image, and it is standing next to a person.",yes,yes,1,1,0
sample_000407,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000408,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a person looking into a refrigerator.","No, there is no cat in the image. The image features a person looking into a refrigerator.",no,no,0,0,0
sample_000409,bus,Is there a bus in the image?,context,random_context,"Yes, there is a bus in the image, and a group of people is huddled around it.","Yes, there is a bus in the image, and a group of people is standing around it.",yes,yes,1,1,0
sample_000410,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, located in the living room.",yes,yes,1,1,0
sample_000411,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The image features a plate of food on a table.","No, there is no chair in the image. The image features a plate of food on a table.",no,no,0,0,0
sample_000412,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the dog is sitting on it.","Yes, there is a chair in the image, and the dog is sitting on it.",yes,yes,1,1,0
sample_000413,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image, and a man is sitting on it.","Yes, there is a bench in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000414,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000415,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is located next to a table.","Yes, there is a chair in the image, and it is located in front of a table.",yes,yes,1,1,0
sample_000416,chair,Is there a chair in the image?,context,random_context,"No, there is no chair in the image. The man is sitting on a wooden table.","Yes, there is a chair in the image, and a man is sitting on it.",no,yes,0,1,1
sample_000417,dog,Is there a dog in the image?,context,random_context,"Yes, there is a dog in the image, and it is sitting in front of a window.","Yes, there is a dog in the image, sitting on a pile of clothes.",yes,yes,1,1,0
sample_000418,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and it is located near a table.","Yes, there is a chair in the image, and it is located near a table.",yes,yes,1,1,0
sample_000419,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image.","Yes, there is a bench in the image, located in a garden setting.",yes,yes,1,1,0
sample_000420,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000421,cat,Is there a cat in the image?,context,random_context,"No, there is no cat in the image. The image features a computer keyboard and a computer mouse on the floor.","No, there is no cat in the image. The image features a computer keyboard and a computer mouse on the floor.",no,no,0,0,0
sample_000422,car,Is there a car in the image?,context,random_context,"Yes, there is a car in the image, and the skateboarders are riding past it.","Yes, there is a car in the image, and the skateboarders are riding past it.",yes,yes,1,1,0
sample_000423,bench,Is there a bench in the image?,context,random_context,"Yes, there is a bench in the image.","Yes, there is a bench in the image. It is located outside of a building, possibly a restaurant or a cafe.",yes,yes,1,1,0
sample_000424,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and a little girl is sitting in it.","Yes, there is a chair in the image, and a little girl is sitting in it.",yes,yes,1,1,0
sample_000425,chair,Is there a chair in the image?,context,random_context,"Yes, there is a chair in the image, and the girl is standing next to it.","Yes, there is a chair in the image, and the girl is standing next to it.",yes,yes,1,1,0
